"Subject" "Activity"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_DOWNSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
10 "WALKING_UPSTAIRS"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "STANDING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "SITTING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "LAYING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_DOWNSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
12 "WALKING_UPSTAIRS"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "STANDING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "SITTING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "LAYING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_DOWNSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
13 "WALKING_UPSTAIRS"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "STANDING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "SITTING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "LAYING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_UPSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
18 "WALKING_DOWNSTAIRS"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "STANDING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "SITTING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "LAYING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING"
20 "WALKING_DOWNSTAIRS"
20 "WALKING_DOWNSTAIRS"
20 "WALKING_DOWNSTAIRS"
20 "WALKING_DOWNSTAIRS"
